handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
BFMM120,Product,Mackerel Fillets Mediterranean Style Belma,120g X 50,acbaa7_a1f5c74e126a4f7390194fb2ef581802~mv2.jpg,Others;Wholesale Orders,BFMM120,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFMST120,Product,Mackerel Fillets With Tomato Sauce Belma,120g X 50,acbaa7_5dafe959d7c449799155b342f5f79baa~mv2.jpg,Others;Wholesale Orders,BFMST120,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIA30,Product,Broth Cube Ideal Halal Garlic X 24 (douimat),10 Cubes X 24,acbaa7_119804caa7694510b93ef42b74838ebe~mv2.jpg,Broth & Soups Ideal;Wholesale Orders,BIA30,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIH,Product,Broth Cube Ideal Halal Herbs X 24 (douimat),10 Cubes X 24,acbaa7_859401b15ce94fe7b782c95fbd516887~mv2.jpg,Broth & Soups Ideal;Wholesale Orders,BIH,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIH8,Product,Broth Cube Ideal Halal Harira X 8,8 Cubes X 96,acbaa7_966651ccdbd84423be110f3969ed7a8f~mv2.jpg,Broth & Soups Ideal;Wholesale Orders,BIH8,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIPS8,Product,Broth Cube Ideal Halal Fish 8,8 Cubes X 96,acbaa7_7c887b8ecf8d46279acc25af89c19944~mv2.jpg,Broth & Soups Ideal;Wholesale Orders,BIPS8,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIS8,Product,Broth Cube Ideal Vegetable Ghee X 8,8 Cubes X 96,acbaa7_5e62cd4c55c241ddbec55edbc30abccb~mv2.jpg,Broth & Soups Ideal;Wholesale Orders,BIS8,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISA24,Product,Broth Cube Ideal Halal Saffron X 24 (douimat),10 Cubes X 24,acbaa7_5e62cd4c55c241ddbec55edbc30abccb~mv2.jpg,Broth & Soups Ideal;Wholesale Orders,BISA24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISHEN85g,Product,Biscuit Henry's 85g,85g X 50,acbaa7_972a75c2df46417da599c690ccf2cbca~mv2.jpg,Biscuits & Sweets;Wholesale Orders,BISHEN85g,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISMCH170g,Product,Biscuit Major Chocolate 170g,170g X 20,acbaa7_f6a323a8515048799fe9b7a0c8800f5a~mv2.jpg,Biscuits & Sweets;Wholesale Orders,BISMCH170g,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISOK,Product,Biscuit Okay 30g,30g X 60,acbaa7_422dd3c1eaa540f5a95c0d5479659cc2~mv2.jpg,Biscuits & Sweets;Wholesale Orders,BISOK,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISPV130g,Product,Biscuit Prince Vanilla 130g,130g X 20,acbaa7_83975ca50b9e4fc7a3d1cb2fe2f5e5ac~mv2.jpg,Biscuits & Sweets;Wholesale Orders,BISPV130g,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISSAB85g,Product,Biscuit Sablé Coco 85g,85g X 25,68c626_1712bcd9fd27407a81b99742343530a8~mv2.png,Biscuits & Sweets;Wholesale Orders,BISSAB85g,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISTAG72,Product,Biscuit Tagger,25g X 72,acbaa7_fd17a530a2534c6abb420f80a35c4c91~mv2.jpg,Biscuits & Sweets;Wholesale Orders,BISTAG72,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISTG52,Product,Biscuit Tongo X 52,52g X 52,acbaa7_9ea9ffc4b9c341f1b038d227aca5c636~mv2.jpg,Biscuits & Sweets;Wholesale Orders,BISTG52,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISTGV72,Product,Biscuit Tongo Vanille X 52,52g X 52,acbaa7_cbc0e475d7b54cd1b99fc862237e9496~mv2.jpg,Biscuits & Sweets;Wholesale Orders,BISTGV72,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BISTN88,Product,Biscuit Tonik X 88,25g X 88,acbaa7_859183146cc1448dbe69be9af02f8d5d~mv2.jpg,Biscuits & Sweets;Wholesale Orders,BISTN88,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOVD340g,Product,Pitted Green Olives El Barraka 340 G,160g X 12,acbaa7_5a1651b9de0a492a8d7126d35938f25e~mv2.jpg,Olives;Wholesale Orders,BOVD340g,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOVD680g,Product,Pitted Green Olives El Barraka 680 G,315g X 12,,Olives;Wholesale Orders,BOVD680g,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSB120,Product,Sardines Balls Belma,120g X 50,acbaa7_60582123cbda4a70995682dfe91a4a91~mv2.jpg,Sardines & Tuna;Wholesale Orders,BSB120,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSFA120,Product,Sardines Agadir Style Belma,120g X 50,acbaa7_d6b5c042b40745fabd2b95dea453fc20~mv2.jpg,Sardines & Tuna;Wholesale Orders,BSFA120,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSFF120,Product,Sardines Fes Style Belma,120g X 50,acbaa7_78375fd40de34f29b08c804b7678ed72~mv2.jpg,Sardines & Tuna;Wholesale Orders,BSFF120,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSFM120,Product,Sardines Marrakech Style Belma,120g X 50,acbaa7_4900a02e220f44f09b952f460dc475e4~mv2.jpg,Sardines & Tuna;Wholesale Orders,BSFM120,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSHP120,Product,Sardines With Spicy Oil Belma,120g X 50,acbaa7_7c9a783a9ccb453098fd5e13440d9f75~mv2.jpg,Sardines & Tuna;Wholesale Orders,BSHP120,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSHV120,Product,Sardines With Vegetable Oil Belma,120g X 50,acbaa7_480066bea2644e0697471ae69eab5dd0~mv2.jpg,Sardines & Tuna;Wholesale Orders,BSHV120,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSSMR120,Product,Sardines With Moroccan Sauce Belma,120g X 50,acbaa7_de5247743cbe442cbdd32852b25632b8~mv2.jpg,Sardines & Tuna;Wholesale Orders,BSSMR120,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSST120,Product,Sardines With Tomato Sauce Belma,120g X 50,acbaa7_ab69adadc6ea459d9ee200c707b22434~mv2.jpg,Sardines & Tuna;Wholesale Orders,BSST120,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C14Q,Product,Torku #1 Daha Milk Chocolate 6*24*32gr,32 G,,Biscuits & Sweets;Wholesale Orders,C14Q,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C150A,Product,Torku Tam digestible biscuit with whole wheat 4*24*131gr,131 G,,Biscuits & Sweets;Wholesale Orders,C150A,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C163N,Product,Torku Tam Biscuit withwhole wheat  14*3*131gr,131 G,,Biscuits & Sweets;Wholesale Orders,C163N,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C208H,Product,Ziko's petit beurre Tea Biscuit900g*6,6 G,,Biscuits & Sweets;Wholesale Orders,C208H,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C21Q,Product,Safari Surprise Egg with Peanut Cream& Milky Hazelnut Cream (15g*24)*6,26 * 15 G,,Biscuits & Sweets;Wholesale Orders,C21Q,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C280T,Product,Torku Tam Ruseymli Biscuit with wheat germ and chocolate 8*3*84gr,84 G,,Biscuits & Sweets;Wholesale Orders,C280T,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C290U,Product,Ziko's Chocolate Waffers 5-Pack 6.34oz*20,20 Oz,,Biscuits & Sweets;Wholesale Orders,C290U,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C339S,Product,Ziko's Waffers 9oz*6 Hazelnut,90 Oz,,Biscuits & Sweets;Wholesale Orders,C339S,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C378E,Product,Torku #1 Bitter Chocolate coated wafer 16*5*35gr,35 G,,Biscuits & Sweets;Wholesale Orders,C378E,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C392I,Product,Torku Tam Kakao Kremalim Biscuit with Cocoa 12*3*83gr,83 G,,Biscuits & Sweets;Wholesale Orders,C392I,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C579E,Product,Torku #1 Bitter chocolate coatedwafer 6*24*35gr,35 G,,Biscuits & Sweets;Wholesale Orders,C579E,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C597G,Product,Torku #1 Wafer chocolate coated 6*24*35g,35 G,,Biscuits & Sweets;Wholesale Orders,C597G,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C737R,Product,Ziko's Waffers 9oz*6 Milk,9 Oz,,Biscuits & Sweets;Wholesale Orders,C737R,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C799N,Product,Princess Surprise Egg with Peanut Cream& Milky Hazelnut Cream (15g*24)*6,25 * 15 G,,Biscuits & Sweets;Wholesale Orders,C799N,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C820G,Product,Torku Tam Cikolatam Oat biscuit with milk Choc and Milk cream 12*3*84gr,84 G,,Biscuits & Sweets;Wholesale Orders,C820G,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C896Y,Product,torku #1 chocolate coated wafer multipack 16*5*35gr,35 G,,Biscuits & Sweets;Wholesale Orders,C896Y,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C904T,Product,JUNIOR Surprise Egg with Peanut Cream& Milky Hazelnut Cream (15g*24)*6,24 * 15 G,,Biscuits & Sweets;Wholesale Orders,C904T,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C922I,Product,Torku Tam Biscuit with Oat 12*3*125gr,125 G,,Biscuits & Sweets;Wholesale Orders,C922I,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAD500,Product,Pasta Angel Hair Dari 500g,500g X 12,acbaa7_058c215f47f44acd8d93b61716dd0621~mv2.jpg,Couscous & Pasta;Wholesale Orders,CAD500,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATR500,Product,Pasta Angel Hair Tria 500g,500g X 12,acbaa7_0d1e5eb5afe84b969cbfc551cb0d1a71~mv2.jpg,Couscous & Pasta;Wholesale Orders,CATR500,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC6-72cl,Product,Preserved Lemon Oualili 400g,400g X 6,acbaa7_72a843f67b4e470dbe06ee1606bc9083~mv2.jpg,Olives;Wholesale Orders,CC6-72cl,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC8kg,Product,Preserved Lemon Oualili 8 Kg,8kg X 1,acbaa7_7336c27b38a84018b9e3c247c0cdc67b~mv2.jpg,Olives;Wholesale Orders,CC8kg,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCI,Product,Whipped Cream Ideal,100g X 18,acbaa7_f5c17dcf1cbd40c1a5406840eb16536f~mv2.jpg,Pastry Preparation;Wholesale Orders,CCI,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFA200,Product,Ground Coffee Asta 200g X 24,200g X 24,acbaa7_9be727be20684a0ab6e95c654c581e82~mv2.jpg,Sauces Spice & Herbs;Wholesale Orders,CFA200,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFAE200g,Product,Café Spices Asta 200g X 12,200g X 12,acbaa7_d091b024d28348d18e170b252013799a~mv2.jpg,Sauces Spice & Herbs;Wholesale Orders,CFAE200g,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFBA4/4,Product,Apricot Jam El Baraka (4/4),960g X 6,acbaa7_c8bf120c449c44c9b386b2a49a5fa8e5~mv2.jpg,Jams El Baraka;Wholesale Orders,CFBA4/4,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFBAB37,Product,Apricot Jam El Baraka 430g,430g X 12,acbaa7_bbcf4313e1694381a87f6af82c83c728~mv2.jpg,Jams El Baraka;Wholesale Orders,CFBAB37,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFBAB72,Product,Apricot Jam El Baraka 830g,830g X 6,acbaa7_862c0ff6c6e34ceb84c750975e9a95da~mv2.jpg,Jams El Baraka;Wholesale Orders,CFBAB72,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFBC37,Product,Lemon Jam El Baraka 430g,430g X 12,acbaa7_1a1c554f6dcc464e8ef071cb70e5a66f~mv2.jpg,Jams El Baraka;Wholesale Orders,CFBC37,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFBF4/4,Product,Strawberry Jam El Baraka (4/4),960g X 6,acbaa7_944d58cc63e34db6b9219ccd5f6651c6~mv2.jpg,Jams El Baraka;Wholesale Orders,CFBF4/4,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFBFG37,Product,Fig Jam El Baraka 430g,430g X 12,acbaa7_a2a25c1488db49e0824d8e80024eabcf~mv2.jpg,Jams El Baraka;Wholesale Orders,CFBFG37,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFBFG4/4,Product,Fig Jam El Baraka (4/4),960g X 6,acbaa7_7ff7b5af49cc4e939c2ab7c323944e01~mv2.jpg,Jams El Baraka;Wholesale Orders,CFBFG4/4,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFBFG72,Product,Fig Jam El Baraka 830g,830g X 6,acbaa7_625dc3b726a14ac0b6aed006003fbab9~mv2.jpg,Jams El Baraka;Wholesale Orders,CFBFG72,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFBFR37,Product,Strawberry Jam El Baraka 430g,430g X 12,68c626_cd9a42e1e65b46aba66a543266203e2c~mv2.png,Jams El Baraka;Wholesale Orders,CFBFR37,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFBFR72,Product,Strawberry Jam El Baraka 830g,830g X 6,acbaa7_9f9f6e8aa38347f3a2bfa5cc5115f551~mv2.jpg,Jams El Baraka;Wholesale Orders,CFBFR72,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFBOR37,Product,Orange Jam El Baraka 430g,430g X 12,acbaa7_0b4751092f634fcabf82aebb138a1927~mv2.jpg,Jams El Baraka;Wholesale Orders,CFBOR37,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM11,Product,Cooker 11l,11l X 1,,Kitchen items;Wholesale Orders,CM11,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM4,Product,Cooker 5l,5l X 1,acbaa7_6785e6f3fe3b4abfaacce8191b541710~mv2.jpg,Kitchen items;Wholesale Orders,CM4,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM7,Product,Cooker 7l,7l X 1,,Kitchen items;Wholesale Orders,CM7,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CM9,Product,Cooker 9l,9l X 1,,Kitchen items;Wholesale Orders,CM9,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN64,Product,COCO Noura Charcoal 64 cube,1kg * 20,68c626_44795db7fe704f4aad64188f24115269~mv2.png,COCO Noura Charcoal;Wholesale Orders,CN64,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN72,Product,COCO Noura Charcoal 72 Cube,1kg * 20,68c626_43548a95c9564812809286227f02ea53~mv2.jpg,COCO Noura Charcoal;Wholesale Orders,CN72,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNFL,Product,COCO Noura Charcoal - Fast Light,10pcs* 10 Boxes,68c626_b225e6bc83a54df9a6f125c8438017ca~mv2.png,COCO Noura Charcoal;Wholesale Orders,CNFL,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL100,Product,Coloring Food X 100 Sheets,100 Sachets X 10,acbaa7_0073dc1fad424d4495ff0c3500e5cf6c~mv2.jpg,Sauces Spice & Herbs;Wholesale Orders,COL100,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL50S,Product,Coloring Food X 50 Sheets,50 Sachets X 20,acbaa7_7789afac159d4932adcbaa169b156443~mv2.jpg,Sauces Spice & Herbs;Wholesale Orders,COL50S,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLAW,Product,Coloring Food Walima 18 G,18g X 12,acbaa7_66bb2dbd75dd4530a5f9d75b9830acee~mv2.jpg,Sauces Spice & Herbs;Wholesale Orders,COLAW,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COR,Product,Pickled Mini Gherkin Star 350 G,350g X 12,acbaa7_269814abec32428fbdf2f7c2cd02787b~mv2.jpg,Olives;Wholesale Orders,COR,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COUSC12,Product,Couscous Pot 12l,12l X 1,,Kitchen items;Wholesale Orders,COUSC12,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COUSC4,Product,Couscous Pot 4l,4l X 1,acbaa7_6ed664c10463487ab6e2dd0cb12e510e~mv2.jpg,Kitchen items;Wholesale Orders,COUSC4,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COUSC6,Product,Couscous Pot 6l,6l X 1,,Kitchen items;Wholesale Orders,COUSC6,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COUSC8,Product,Couscous Pot 8l,8l X 1,,Kitchen items;Wholesale Orders,COUSC8,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPAT,Product,Pastry Cream Ideal,200g X 18,acbaa7_a911a00b4f8a4e6a8bec9bfd2b48f165~mv2.jpg,Pastry Preparation;Wholesale Orders,CPAT,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSDF,Product,Couscous Fine Dari 1kg,1kg X 12,acbaa7_177d99699af04a58b1b8cf6064d36788~mv2.jpg,Couscous & Pasta;Wholesale Orders,CSDF,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSDM,Product,Couscous Medium Dari 1kg,1kg X 12,acbaa7_da092cca37d64edb84cccb3c73d6efcd~mv2.jpg,Couscous & Pasta;Wholesale Orders,CSDM,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSO,Product,Barley Couscous Dari 1kg,1kg X 12,acbaa7_c4854888ded94f3aa5a6de4e8c975dc2~mv2.jpg,Couscous & Pasta;Wholesale Orders,CSO,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSTRC,Product,Wholewheat Couscous Tria 1kg,1kg X 15,acbaa7_8fa961320a5a44a099dceb88d22047ea~mv2.jpg,Couscous & Pasta;Wholesale Orders,CSTRC,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSTRM1kg,Product,Couscous Medium Tria 1kg,1kg X 15,acbaa7_e625d871d379441aaaa8def61d7b2448~mv2.jpg,Couscous & Pasta;Wholesale Orders,CSTRM1kg,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSTRO1kg,Product,Barley Couscous Tria 1kg,1kg X 15,acbaa7_07bb25e48d8047afb4a661f56cdd6767~mv2.jpg,Couscous & Pasta;Wholesale Orders,CSTRO1kg,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DA1,Product,Algerian Dates Deglet Nour 1kg X 12,1kg X 12,acbaa7_4b7742d4e48e4f36862d3a0d5648a427~mv2.jpg,Others;Wholesale Orders,DA1,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCTL1/2,Product,Tomato Paste Lella 400g X 24,400g X 24,acbaa7_e2200a461d1141f7af34aca1a9f4271d~mv2.jpg,Sauces Spice & Herbs;Wholesale Orders,DCTL1/2,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCTL4/4,Product,Tomato Paste Lella 800g X 12,800g X 12,,Sauces & Harissa & Vinegar;Wholesale Orders,DCTL4/4,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLCSC1,Product,Whole Wheat Couscous Dalia 1kg,1kg X 12,acbaa7_f2fb47d09df742a1af5c673774eac795~mv2.jpg,Couscous & Pasta;Wholesale Orders,DLCSC1,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLCSM3,Product,Couscous Medium Dalia 3kg,3kg X 6,acbaa7_7c17220a489745eca6ce97beea2e1840~mv2.jpg,Couscous & Pasta;Wholesale Orders,DLCSM3,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLCSO1,Product,Barley Couscous Dalia 1kg,1kg X 12,68c626_0ab9aaf476c147b3a40e3f260bf748f1~mv2.png,Couscous & Pasta;Wholesale Orders,DLCSO1,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLPC500,Product,Pasta Small Shells Dalia 500g,500g X 20,acbaa7_37b28817615347b3a0849dffa1ba5976~mv2.jpg,Couscous & Pasta;Wholesale Orders,DLPC500,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLPCA500,Product,Pasta Angel Hair Dalia 500g,500g X 12,68c626_26638e54c18043cd808c709136db9203~mv2.png,Couscous & Pasta;Wholesale Orders,DLPCA500,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
