handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
TCESMC20S,Product,Black Tea Moroccan Chai Sultan,20 Sachets X 24,acbaa7_13e5670f6ca6428da9dfc22acec1e629~mv2.jpg,Teas;Wholesale Orders,TCESMC20S,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCESMG20S,Product,Black Tea Mint Grey (mint & Bergamot) Sultan,20 Sachets X 24,acbaa7_36cee1a5cb5c4f56adbafa2bb9e6fbfa~mv2.jpg,Teas;Wholesale Orders,TCESMG20S,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH20GP125,Product,Gun Powder Tea GREEN HOUSE 125g,125g x 80,,Teas;Wholesale Orders,TH20GP125,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH20GP1KG,Product,Gun Powder Tea Green House 1kg,1kg X 20,acbaa7_4b318733da0f48a8817790e2dc388387~mv2.jpg,Teas;Wholesale Orders,TH20GP1KG,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH20GP250,Product,Gun Powder Tea Green House 250g,250g X 80,,Teas;Wholesale Orders,TH20GP250,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH20GP500,Product,Gun Powder Tea Green House 500g,500g X 40,,Teas;Wholesale Orders,TH20GP500,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THASHV,Product,Tuna With Soja Oil Sara (pack 3),(3 X 80g) X 32,68c626_c7439892d1fe4c0cbc67406efc09e9b4~mv2.jpg,Algerian Products;Wholesale Orders,THASHV,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THASST,Product,Tuna With Tomato Sauce Sara (pack 3),(3 X 80g) X 32,68c626_528983247e9249a28a94f140cccea29c~mv2.jpg,Algerian Products;Wholesale Orders,THASST,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THI14,Product,Tea Pot 14 (1 Person),Chaque,,Kitchen items;Wholesale Orders,THI14,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THI18,Product,Tea Pot 18 (2 People),Chaque,,Kitchen items;Wholesale Orders,THI18,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THI19,Product,Tea Pot 19 (4 People),Chaque,,Kitchen items;Wholesale Orders,THI19,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THI25,Product,Tea Pot 25 (6 People),Chaque,,Kitchen items;Wholesale Orders,THI25,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THI26,Product,Tea Pot 26 (6 People),Chaque,acbaa7_4265fe5641b9488cb2a9b321a70b8abf~mv2.jpg,Kitchen items;Wholesale Orders,THI26,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THI70,Product,Tea Pot 70 (10 People),Chaque,acbaa7_eae9718b20d44f7cb918198a5de668e6~mv2.jpg,Kitchen items;Wholesale Orders,THI70,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THI75,Product,Tea Pot 75 (10 People),Chaque,,Kitchen items;Wholesale Orders,THI75,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THIES,Product,Tea Pot Gloves,1 X 10,acbaa7_01c14a4ae95a44edb7191c54b4768002~mv2.jpg,Others;Wholesale Orders,THIES,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THINOX12,Product,Tea Pot Inox 1.2 L,Chaque,,Kitchen items;Wholesale Orders,THINOX12,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THINOX16,Product,Tea Pot Inox 1.6 L,Chaque,,Kitchen items;Wholesale Orders,THINOX16,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THINOX7,Product,Tea Pot Inox 0.7,Chaque,acbaa7_34dfb0e32b1e4d8f832e5b9e6419b4eb~mv2.jpg,Kitchen items;Wholesale Orders,THINOX7,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THSHO,Product,Tuna With Olive Oil Safi (pack 3),(3 X 80g) X 16,acbaa7_412bb47ea4f2437da635a7939a91dc6c~mv2.jpg,Sardines & Tuna;Wholesale Orders,THSHO,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THSHT,Product,Tuna With Sunflower Oil Safi (pack 3),(3 X 80g) X 16,acbaa7_fcd383683a9540ebb506892d575b6058~mv2.jpg,Sardines & Tuna;Wholesale Orders,THSHT,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THSHTP,Product,Tuna With Sunflwer Oil & Chili Pepper Safi (pack 3),(3 X 80g) X 16,acbaa7_14f8edf8cc2646c3a08f3823e5f67d3f~mv2.jpg,Sardines & Tuna;Wholesale Orders,THSHTP,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THSST,Product,Tuna With Tomato Sauce Safi (pack 3),(3 X 80g) X 16,68c626_c08a478b56a549dab40e4198af9e60b6~mv2.png,Sardines & Tuna;Wholesale Orders,THSST,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THSSTP,Product,Tuna With Hot Tomato Sauce Safi (pack 3),(3 X 80g) X 16,acbaa7_7680fb79b2e74950b9648be372776506~mv2.jpg,Sardines & Tuna;Wholesale Orders,THSSTP,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN25,Product,Tajine 25 Cm Nature,25cm X 1,acbaa7_7e2a033eb42347328cef5c024c0c1522~mv2.jpg,Kitchen items;Wholesale Orders,TN25,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN30,Product,Tajine 30 Cm Nature,30cm X 1,,Kitchen items;Wholesale Orders,TN30,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN35,Product,Tajine 35 Cm Nature,35cm X 1,,Kitchen items;Wholesale Orders,TN35,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSAR20s,Product,Herbal Tea After Meals Sultan 28g,20 Sachets X 10,acbaa7_db4526222d36456faa87e68aeaf5c58b~mv2.jpg,Teas;Wholesale Orders,TSAR20s,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSBN20S,Product,Herbal Tea Good Night Sultan 28g,20 Sachets X 10,acbaa7_457a0a9a6d05495ba613b64b37461b23~mv2.jpg,Teas;Wholesale Orders,TSBN20S,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSBTM20S,Product,Authentic Moroccan Mint Tea 28g,20 Sachets X 10,acbaa7_082ea33061a84b49a736ba4f4976b369~mv2.jpg,Teas;Wholesale Orders,TSBTM20S,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSCA,Product,Herbal Tea Pure Camomile Of Rif Sultan 28g,20 Sachets X 10,acbaa7_722821f824624f60b6ccaee165f11d3f~mv2.jpg,Teas;Wholesale Orders,TSCA,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSHA20S,Product,Atlas Green Tea With Oregan,20 Sachets X 10,acbaa7_6a28aa481d594bcc815e7cdea9ba81a7~mv2.jpg,Teas;Wholesale Orders,TSHA20S,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSHM20S,Product,Green Tea Marrekech With Mint & Sage 28 G,20 Sachets X 10,acbaa7_5f214b42460542618239b1eb2a62792e~mv2.jpg,Teas;Wholesale Orders,TSHM20S,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSHMG,Product,Green Tea With Jasmin Modador Sultan 28g,20 Sachets X 10,acbaa7_4591e04d064548a89dc508b2c7fa4ce8~mv2.jpg,Teas;Wholesale Orders,TSHMG,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSHT20S,Product,Tiznit Green Tea 28g,20 Sachets X 10,acbaa7_494fdda54a644a018f637d017cbac41a~mv2.jpg,Teas;Wholesale Orders,TSHT20S,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSmN,Product,Herbal Tea Pure Mint Of Tiznit Sultan 28g,20 Sachets X 10,acbaa7_4d63b04471e74cb7a3eaf990b8ccf1a3~mv2.jpg,Teas;Wholesale Orders,TSmN,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSOR,Product,Herbal Tea Pure Oregano Of Atlas Sultan 28g,20 Sachets X 10,acbaa7_f94d4752eeb14a92941da71f0672eca8~mv2.jpg,Teas;Wholesale Orders,TSOR,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSPCG,Product,Green Tea Casa Grey( Mint & Bergamot) Sultan 15s,15 Sachets X 10,acbaa7_3048ef0aa0b848019d71e424dee79f57~mv2.jpg,Teas;Wholesale Orders,TSPCG,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSPD20s,Product,Herbal Tea Moment Of Relaxation Sultan 28g,20 Sachets X 10,acbaa7_4dd573c50bb04605800fcc563f82d387~mv2.jpg,Teas;Wholesale Orders,TSPD20s,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSPDA,Product,Green Tea Almond Sweetness(almonds & Orange Blossom) Sultan 15s,15 Sachets X 10,acbaa7_4ebfe3aca13a4137bc46f7ee04e815e0~mv2.jpg,Teas;Wholesale Orders,TSPDA,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSPDM,Product,Marrakech Sweetness (black Tea & Orange & Cinnamon) Sultan 15s,15 Sachets X 10,acbaa7_2b72f24092c14e489123d8854b4ff432~mv2.jpg,Teas;Wholesale Orders,TSPDM,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSPGC,Product,Green Chai (green Tea & Oriental Spices) Sultan 15s,15 Sachets X 10,acbaa7_b55a542ba8c54bc9b718f6ee6130ee56~mv2.jpg,Teas;Wholesale Orders,TSPGC,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSPGT,Product,Green Tonic (green Tea &ginger & Lemongrass & Ginseng) Sultan 15s,15 Sachets X 10,acbaa7_25eaacf2c6044cd78a22b455b69a20b6~mv2.jpg,Teas;Wholesale Orders,TSPGT,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSSL20S,Product,Herbal Silhouette 28 G,20 Sachets X 10,acbaa7_a12f496e25fe4b92afacbd198cd78aa1~mv2.jpg,Teas;Wholesale Orders,TSSL20S,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSV20S,Product,Herbal Tea Pure Verbena Of Marrakesh Sultan 28g,20 Sachets X 10,68c626_22ceb4cbfa5d441c867ea1122dacea82~mv2.png,Teas;Wholesale Orders,TSV20S,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTBD25,Product,Tajine Tayeb 25 Cm - Domed Muli-colors,25cm X 1,acbaa7_0c78612c8e52435e99cf44b4ee6c1371~mv2.jpg,Kitchen items;Wholesale Orders,TTBD25,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTBD30,Product,Tajine Tayeb 30 Cm - Domed Muli-colors,30cm X 1,,Kitchen items;Wholesale Orders,TTBD30,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTBD35,Product,Tajine Tayeb 35 Cm - Domed Muli-colors,35cm X 1,,Kitchen items;Wholesale Orders,TTBD35,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTBD40,Product,Tajine Tayeb 40 Cm - Domed Muli-colors,40cm X 1,,Kitchen items;Wholesale Orders,TTBD40,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTBN25,Product,Tajine Tayeb 25 Cm - Domed Nature,25cm X 1,,Kitchen items;Wholesale Orders,TTBN25,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTBN30,Product,Tajine Tayeb 30 Cm - Domed Nature,30cm X 1,acbaa7_9c92b04c1cb9416ba3689d4f3fb69655~mv2.jpg,Kitchen items;Wholesale Orders,TTBN30,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTBN35,Product,Tajine Tayeb 35 Cm - Domed Nature,35cm X 1,,Kitchen items;Wholesale Orders,TTBN35,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTCD25,Product,Tajine Tayeb 25 Cm - Conical Muli-colors,25cm X 1,68c626_e53062a6aada46449e37709abd36d835~mv2.png,Kitchen items;Wholesale Orders,TTCD25,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTCD30,Product,Tajine Tayeb 30 Cm - Conical Muli-colors,30cm X 1,,Kitchen items;Wholesale Orders,TTCD30,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTCD35,Product,Tajine Tayeb 35 Cm - Conical Muli-colors,35cm X 1,,Kitchen items;Wholesale Orders,TTCD35,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTCD40,Product,Tajine Tayeb 40 Cm - Conical Muli-colors,40cm X 1,acbaa7_e24b31688e7142a69e6addbaacb24b17~mv2.jpg,Kitchen items;Wholesale Orders,TTCD40,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSA100g,Product,Green Tea Sultan Ambar 100g,100g X 120,68c626_88087bfcbc034273b51ffc22b07bd2e2~mv2.jpg,Teas;Wholesale Orders,TVSA100g,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSA200g,Product,Green Tea Sultan Anbar 200g,200g X 60,acbaa7_924094c7c68e4d4e92e12db660a78e80~mv2.jpg,Teas;Wholesale Orders,TVSA200g,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSA500G,Product,Green Tea Sultan Anbar 500 G,500g X 24,acbaa7_a49bfc586e4d4a0f80ed46e9faffdadb~mv2.jpg,Teas;Wholesale Orders,TVSA500G,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSAH200,Product,Green Tea Sultan Al Hiba 200 G,200g X 60,acbaa7_1049961ce5c14f749209bd7bc9f13f43~mv2.jpg,Teas;Wholesale Orders,TVSAH200,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSAS200G,Product,Green Tea Sultan Assala 200g,200g X 60,acbaa7_73269840c5bf49048247e06fd73b8ccd~mv2.jpg,Teas;Wholesale Orders,TVSAS200G,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSAT200G,Product,Green Tea Sultan Atik 200g,200g X 60,acbaa7_dd298bdbba8d48ca999ad1fdd698cb91~mv2.jpg,Teas;Wholesale Orders,TVSAT200G,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSBH200G,Product,Green Tea Sultan Bahia 200g,200g X 60,acbaa7_0e2c313791064572b974851631a9e42a~mv2.jpg,Teas;Wholesale Orders,TVSBH200G,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSBJ200G,Product,Green Tea Sultan Bahia Jasmin 200g,200g X 30,acbaa7_d6fa69c879844388b83b2abec44896da~mv2.jpg,Teas;Wholesale Orders,TVSBJ200G,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSHA115G,Product,Green Tea Hospitalité De L'atlas Sultan 115g,115g X 24,acbaa7_6626cd6fcfe24ea897f3f8726f724217~mv2.jpg,Teas;Wholesale Orders,TVSHA115G,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSHM115G,Product,Green Tea Hospitalité De Marrakech Sultan 115g,115g X 24,acbaa7_14d8c224276f46dea7a25f1524f33c7a~mv2.jpg,Teas;Wholesale Orders,TVSHM115G,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSHMG,Product,Green Tea Hospitalité De Mogador Sultan 115g,115g X 24,acbaa7_92014bfa19fd470bb278fb11ef8f88cb~mv2.jpg,Teas;Wholesale Orders,TVSHMG,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSHTO115G,Product,Green Tea Hospitalité De Tiznit Sultan 115g,115g X 24,acbaa7_7419e829d407404e8c30533bc13384ca~mv2.jpg,Teas;Wholesale Orders,TVSHTO115G,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSHZ115G,Product,Green Tea Hospitalité De Zagora Sultan 115g,115g X 24,acbaa7_babe96be418b49b08e7e5d1322314f40~mv2.jpg,Teas;Wholesale Orders,TVSHZ115G,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSJ100G,Product,Green Tea Sultan Al Jawhar 100g,100g X 120,68c626_755cd3d9b0b9448c9aad3726ff17d892~mv2.jpg,Teas;Wholesale Orders,TVSJ100G,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSJ200,Product,Green Tea Sultan Al Jawhar 200g,200g X 60,acbaa7_9f3fb082bc294b1fa7c6131671caf1a4~mv2.jpg,Teas;Wholesale Orders,TVSJ200,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSJ500G,Product,Green Tea Sultan Al Jawhar 500g,500g X 24,68c626_afa63f94d38a481aa5926fd56b51df38~mv2.jpg,Teas;Wholesale Orders,TVSJ500G,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSR200,Product,Green Tea Sultan Rafiaa 200g,200g X 60,acbaa7_4f4231d866824c4d905ebfcbe1c25a1f~mv2.jpg,Teas;Wholesale Orders,TVSR200,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSS200G,Product,Green Tea Sultan Sandouk 200g,200g X 60,acbaa7_e5a9eac65a4843bf80c6237fd8f109a3~mv2.jpg,Teas;Wholesale Orders,TVSS200G,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VD500,Product,Pasta Vermicelli Dari 500g,500g X 12,acbaa7_d937357321d74c58b7e8ba0bf0ce93ca~mv2.jpg,Couscous & Pasta;Wholesale Orders,VD500,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNAT_20cl,Product,Vinegar National 20cl,20cl X 24,,Sauces & Harissa & Vinegar;Wholesale Orders,VNAT_20cl,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNAT_50cl,Product,Vinegar National 50cl,50cl X 24,acbaa7_48f599b2934144febd360bc063df238d~mv2.jpg,Sauces Spice & Herbs;Wholesale Orders,VNAT_50cl,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VSS50G,Product,Dried Verbena Leaves Sultan 50g,50g X 30,acbaa7_7ed7413fe0a4422b93f057d02b6066cc~mv2.jpg,Sauces Spice & Herbs;Wholesale Orders,VSS50G,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT,Product,Tea Glasses - Large,6 X 1,,Others;Wholesale Orders,VT,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT50Gx24,Product,Dried Verbena Leaves Rasila 50gx24,50g X 24,,Sauces Spice & Herbs;Wholesale Orders,VT50Gx24,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTA,Product,Tea Glasses - Small,6 X 1,acbaa7_87cd9b95aa5948abb4f2c40f6007e106~mv2.jpg,Others;Wholesale Orders,VTA,,0.0,,true,PERCENT,0.0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2936d8e1-12ed-acba-c200-aa8d3a53ede2,Product,Authentic Zamzam 5L from Saudi Arabia,,68c626_eae3fc882ce741f29e559670ee4285b7~mv2.webp,Wholesale Orders;Best Sellers,,DHL EXPRESS,124.95,,true,PERCENT,24.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9b726bf8-c8a3-efd3-e834-48b9a26f1edf,Product,Ouazzania Olive Oil,,68c626_13a84101438a4f479c394583e17a4a2d~mv2.jpg;acbaa7_8eb27fad8e514e23a93188a0c5ac4710~mv2.jpg,Best Sellers;Wholesale Orders,,,49.95,,true,PERCENT,0.0,InStock,,,Type,COLOR,#FFFFFF:Virgin 2L;#00CA23:Extra Virgin 2L;#040404:Virgin 5L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9b726bf8-c8a3-efd3-e834-48b9a26f1edf,Variant,,,,,,,,,true,,,InStock,,,,,#FFFFFF:Virgin 2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9b726bf8-c8a3-efd3-e834-48b9a26f1edf,Variant,,,,,,,,75.0,true,,,InStock,,,,,#040404:Virgin 5L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9b726bf8-c8a3-efd3-e834-48b9a26f1edf,Variant,,,,,,,,7.0,true,,,InStock,,,,,#00CA23:Extra Virgin 2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d415bdd2-69c2-5f08-f655-b568d70ec6f3,Product,Egyptian Schweppes,,68c626_d83f1e3ea9884012a16826d5ef486d0c~mv2.png;68c626_a5fe521b04ff4f00bbe4ed36cdec521b~mv2.jpg;68c626_7a428c43db9743dc8e6f31e3bbed05b2~mv2.jpg;68c626_5818dd86da4f4e6aa0bc0805d62aff0a~mv2.jpg;68c626_0bebee010cae4bd7bccfaa52dbbd2670~mv2.jpg;68c626_73a2c62162624dcb83fb859765dda1ae~mv2.jpg,Best Sellers;Wholesale Orders;ECOM,,Best Seller,49.95,,true,PERCENT,0.0,InStock,,,Flavor,DROP_DOWN,Pomegrante;Lemon Mint;Pineapple;Tangerine;Peach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
